plot,field,year,date,score,flight_date,image_filename
4741,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_04741.jpg
4254,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_04254.jpg
5740,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_05740.jpg
2772,C7B,2025,7/13/25,8.0,7/12/25,20250712_C7B_02772.jpg
5836,C10,2025,7/8/25,3.0,7/7/25,20250707_C10_05836.jpg
1768,C7B,2025,7/1/25,8.0,7/1/25,20250701_C7B_01768.jpg
913,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_00913.jpg
328,C7B,2025,6/30/25,6.0,7/1/25,20250701_C7B_00328.jpg
54,C7B,2025,7/4/25,6.0,7/4/25,20250704_C7B_00054.jpg
1119,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_01119.jpg
9696,I3B,2023,7/12/23,5.0,7/13/23,20230713_I3B_09696.jpg
6771,C10,2025,7/8/25,7.5,7/7/25,20250707_C10_06771.jpg
1959,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_01959.jpg
10259,I3B,2023,7/25/23,3.0,7/27/23,20230727_I3B_10259.jpg
5111,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_05111.jpg
8173,G3,2023,7/20/23,6.0,7/20/23,20230720_G3_08173.jpg
200,C7B,2025,7/10/25,6.5,7/10/25,20250710_C7B_00200.jpg
4237,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_04237.jpg
5785,C10,2025,7/11/25,4.5,7/11/25,20250711_C10_05785.jpg
4436,C10,2025,7/7/25,5.0,7/7/25,20250707_C10_04436.jpg
10383,I3B,2023,7/25/23,6.0,7/27/23,20230727_I3B_10383.jpg
3102,G3,2023,7/26/23,7.5,7/27/23,20230727_G3_03102.jpg
974,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_00974.jpg
11248,I3B,2023,7/19/23,5.0,7/20/23,20230720_I3B_11248.jpg
2783,C7B,2025,7/18/25,7.0,7/18/25,20250718_C7B_02783.jpg
2765,C7B,2025,7/8/25,8.0,7/7/25,20250707_C7B_02765.jpg
5436,C10,2025,7/11/25,6.0,7/11/25,20250711_C10_05436.jpg
178,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_00178.jpg
4553,C10,2025,7/2/25,5.5,7/4/25,20250704_C10_04553.jpg
2778,C7B,2025,6/30/25,8.0,7/1/25,20250701_C7B_02778.jpg
7329,G3,2023,7/26/23,4.0,7/27/23,20230727_G3_07329.jpg
1846,C7B,2025,7/10/25,7.0,7/10/25,20250710_C7B_01846.jpg
6033,C10,2025,7/8/25,4.0,7/7/25,20250707_C10_06033.jpg
8027,G3,2023,7/26/23,7.5,7/27/23,20230727_G3_08027.jpg
2667,C7B,2025,7/13/25,8.5,7/12/25,20250712_C7B_02667.jpg
5019,C10,2025,7/20/25,3.0,7/21/25,20250721_C10_05019.jpg
5759,C10,2025,7/1/25,7.5,6/28/25,20250628_C10_05759.jpg
2802,C7B,2025,7/8/25,8.0,7/7/25,20250707_C7B_02802.jpg
4427,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_04427.jpg
9990,I3B,2023,7/12/23,6.5,7/13/23,20230713_I3B_09990.jpg
4673,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_04673.jpg
4190,C10,2025,6/30/25,7.5,6/28/25,20250628_C10_04190.jpg
4035,C10,2025,7/7/25,7.0,7/7/25,20250707_C10_04035.jpg
4556,C10,2025,7/2/25,7.5,7/4/25,20250704_C10_04556.jpg
5211,C10,2025,7/20/25,1.5,7/21/25,20250721_C10_05211.jpg
1678,C7B,2025,7/19/25,4.0,7/18/25,20250718_C7B_01678.jpg
965,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_00965.jpg
67,C7B,2025,7/18/25,5.5,7/18/25,20250718_C7B_00067.jpg
1982,C7B,2025,7/7/25,4.0,7/7/25,20250707_C7B_01982.jpg
5468,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_05468.jpg
2784,C7B,2025,7/13/25,7.5,7/12/25,20250712_C7B_02784.jpg
1873,C7B,2025,7/1/25,7.5,7/1/25,20250701_C7B_01873.jpg
6006,C10,2025,7/11/25,7.0,7/11/25,20250711_C10_06006.jpg
178,C7B,2025,6/30/25,6.0,7/1/25,20250701_C7B_00178.jpg
8103,G3,2023,7/20/23,5.5,7/20/23,20230720_G3_08103.jpg
4477,C10,2025,7/20/25,4.0,7/21/25,20250721_C10_04477.jpg
1981,C7B,2025,7/1/25,5.5,7/1/25,20250701_C7B_01981.jpg
1060,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_01060.jpg
793,C7B,2025,7/10/25,4.0,7/10/25,20250710_C7B_00793.jpg
194,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_00194.jpg
4093,C10,2025,7/7/25,7.0,7/7/25,20250707_C10_04093.jpg
4202,C10,2025,7/11/25,6.0,7/11/25,20250711_C10_04202.jpg
1199,C7B,2025,7/18/25,6.0,7/18/25,20250718_C7B_01199.jpg
2041,C7B,2025,7/10/25,7.0,7/10/25,20250710_C7B_02041.jpg
69,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_00069.jpg
7210,G3,2023,7/26/23,7.5,7/27/23,20230727_G3_07210.jpg
4244,C10,2025,6/30/25,5.5,6/28/25,20250628_C10_04244.jpg
10939,I3B,2023,7/19/23,5.0,7/20/23,20230720_I3B_10939.jpg
1841,C7B,2025,7/19/25,3.0,7/18/25,20250718_C7B_01841.jpg
2690,C7B,2025,7/13/25,8.0,7/12/25,20250712_C7B_02690.jpg
509,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_00509.jpg
4115,C10,2025,6/30/25,8.0,6/28/25,20250628_C10_04115.jpg
5044,C10,2025,7/20/25,2.0,7/21/25,20250721_C10_05044.jpg
394,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_00394.jpg
431,C7B,2025,6/30/25,5.0,7/1/25,20250701_C7B_00431.jpg
5167,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_05167.jpg
1604,C7B,2025,7/10/25,8.0,7/10/25,20250710_C7B_01604.jpg
7328,G3,2023,7/20/23,8.0,7/20/23,20230720_G3_07328.jpg
2643,C7B,2025,7/8/25,7.5,7/7/25,20250707_C7B_02643.jpg
5530,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_05530.jpg
4274,C10,2025,7/19/25,3.0,7/18/25,20250718_C10_04274.jpg
1043,C7B,2025,7/10/25,8.0,7/10/25,20250710_C7B_01043.jpg
9583,I3B,2023,7/12/23,7.0,7/13/23,20230713_I3B_09583.jpg
2004,C7B,2025,7/10/25,7.5,7/10/25,20250710_C7B_02004.jpg
5073,C10,2025,7/2/25,5.5,7/4/25,20250704_C10_05073.jpg
2773,C7B,2025,7/13/25,8.0,7/12/25,20250712_C7B_02773.jpg
1279,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_01279.jpg
1269,C7B,2025,7/10/25,3.0,7/10/25,20250710_C7B_01269.jpg
6686,C10,2025,7/14/25,7.0,7/14/25,20250714_C10_06686.jpg
4003,C10,2025,6/30/25,8.0,6/28/25,20250628_C10_04003.jpg
1281,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_01281.jpg
940,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_00940.jpg
1152,C7B,2025,7/10/25,6.5,7/10/25,20250710_C7B_01152.jpg
647,C7B,2025,7/18/25,3.5,7/18/25,20250718_C7B_00647.jpg
5232,C10,2025,7/2/25,7.5,7/4/25,20250704_C10_05232.jpg
4371,C10,2025,7/11/25,3.5,7/11/25,20250711_C10_04371.jpg
7,C7B,2025,7/4/25,7.5,7/4/25,20250704_C7B_00007.jpg
1233,C7B,2025,7/18/25,4.0,7/18/25,20250718_C7B_01233.jpg
4718,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_04718.jpg
1663,C7B,2025,7/19/25,2.0,7/18/25,20250718_C7B_01663.jpg
1601,C7B,2025,7/1/25,5.0,7/1/25,20250701_C7B_01601.jpg
1552,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_01552.jpg
6659,C10,2025,7/14/25,5.5,7/14/25,20250714_C10_06659.jpg
10976,I3B,2023,7/19/23,7.5,7/20/23,20230720_I3B_10976.jpg
2827,C7B,2025,6/30/25,8.5,7/1/25,20250701_C7B_02827.jpg
4615,C10,2025,7/11/25,3.0,7/11/25,20250711_C10_04615.jpg
4839,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_04839.jpg
1481,C7B,2025,7/1/25,6.5,7/1/25,20250701_C7B_01481.jpg
912,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_00912.jpg
5907,C10,2025,7/11/25,4.5,7/11/25,20250711_C10_05907.jpg
2861,C7B,2025,7/18/25,6.5,7/18/25,20250718_C7B_02861.jpg
1803,C7B,2025,7/19/25,4.0,7/18/25,20250718_C7B_01803.jpg
659,C7B,2025,6/30/25,6.5,7/1/25,20250701_C7B_00659.jpg
6682,C10,2025,7/8/25,8.0,7/7/25,20250707_C10_06682.jpg
388,C7B,2025,6/30/25,6.0,7/1/25,20250701_C7B_00388.jpg
7319,G3,2023,7/20/23,7.0,7/20/23,20230720_G3_07319.jpg
604,C7B,2025,6/30/25,7.5,7/1/25,20250701_C7B_00604.jpg
5861,C10,2025,7/11/25,5.5,7/11/25,20250711_C10_05861.jpg
6674,C10,2025,6/30/25,8.5,6/28/25,20250628_C10_06674.jpg
4438,C10,2025,7/7/25,5.5,7/7/25,20250707_C10_04438.jpg
5037,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_05037.jpg
747,C7B,2025,6/30/25,6.0,7/1/25,20250701_C7B_00747.jpg
6726,C10,2025,7/18/25,7.0,7/18/25,20250718_C10_06726.jpg
242,C7B,2025,6/30/25,7.0,7/1/25,20250701_C7B_00242.jpg
11187,I3B,2023,7/12/23,7.0,7/13/23,20230713_I3B_11187.jpg
4847,C10,2025,7/11/25,6.5,7/11/25,20250711_C10_04847.jpg
5117,C10,2025,7/2/25,5.0,7/4/25,20250704_C10_05117.jpg
4954,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_04954.jpg
1778,C7B,2025,7/10/25,6.5,7/10/25,20250710_C7B_01778.jpg
4003,C10,2025,7/11/25,7.0,7/11/25,20250711_C10_04003.jpg
4212,C10,2025,6/30/25,7.0,6/28/25,20250628_C10_04212.jpg
539,C7B,2025,6/30/25,7.0,7/1/25,20250701_C7B_00539.jpg
515,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_00515.jpg
1382,C7B,2025,7/1/25,5.0,7/1/25,20250701_C7B_01382.jpg
2027,C7B,2025,7/7/25,5.5,7/7/25,20250707_C7B_02027.jpg
4914,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_04914.jpg
7535,G3,2023,7/20/23,6.5,7/20/23,20230720_G3_07535.jpg
2845,C7B,2025,7/8/25,5.0,7/7/25,20250707_C7B_02845.jpg
390,C7B,2025,7/4/25,5.0,7/4/25,20250704_C7B_00390.jpg
10967,I3B,2023,7/19/23,6.0,7/20/23,20230720_I3B_10967.jpg
135,C7B,2025,7/18/25,5.5,7/18/25,20250718_C7B_00135.jpg
5892,C10,2025,7/19/25,2.5,7/18/25,20250718_C10_05892.jpg
5994,C10,2025,7/19/25,3.5,7/18/25,20250718_C10_05994.jpg
568,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_00568.jpg
5763,C10,2025,7/19/25,2.0,7/18/25,20250718_C10_05763.jpg
74,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_00074.jpg
1551,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_01551.jpg
3089,G3,2023,7/19/23,8.5,7/20/23,20230720_G3_03089.jpg
4465,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_04465.jpg
354,C7B,2025,7/4/25,6.0,7/4/25,20250704_C7B_00354.jpg
8003,G3,2023,7/26/23,6.0,7/27/23,20230727_G3_08003.jpg
8048,G3,2023,7/26/23,5.5,7/27/23,20230727_G3_08048.jpg
4831,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_04831.jpg
5765,C10,2025,7/1/25,6.0,6/28/25,20250628_C10_05765.jpg
1941,C7B,2025,7/1/25,7.5,7/1/25,20250701_C7B_01941.jpg
107,C7B,2025,7/4/25,5.0,7/4/25,20250704_C7B_00107.jpg
571,C7B,2025,7/18/25,3.5,7/18/25,20250718_C7B_00571.jpg
5974,C10,2025,7/19/25,1.5,7/18/25,20250718_C10_05974.jpg
4097,C10,2025,7/7/25,6.5,7/7/25,20250707_C10_04097.jpg
1100,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_01100.jpg
60,C7B,2025,7/11/25,6.0,7/10/25,20250710_C7B_00060.jpg
4260,C10,2025,7/11/25,3.0,7/11/25,20250711_C10_04260.jpg
5566,C10,2025,7/11/25,6.0,7/11/25,20250711_C10_05566.jpg
839,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_00839.jpg
2006,C7B,2025,7/19/25,4.0,7/18/25,20250718_C7B_02006.jpg
1967,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_01967.jpg
11015,I3B,2023,7/19/23,5.0,7/20/23,20230720_I3B_11015.jpg
5787,C10,2025,7/1/25,5.0,6/28/25,20250628_C10_05787.jpg
7459,G3,2023,7/26/23,8.0,7/27/23,20230727_G3_07459.jpg
1736,C7B,2025,7/1/25,6.5,7/1/25,20250701_C7B_01736.jpg
9747,I3B,2023,7/12/23,5.0,7/13/23,20230713_I3B_09747.jpg
4479,C10,2025,7/2/25,5.5,7/4/25,20250704_C10_04479.jpg
4517,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_04517.jpg
9714,I3B,2023,7/12/23,5.0,7/13/23,20230713_I3B_09714.jpg
5705,C10,2025,7/8/25,5.5,7/7/25,20250707_C10_05705.jpg
398,C7B,2025,6/30/25,7.5,7/1/25,20250701_C7B_00398.jpg
4097,C10,2025,7/19/25,3.5,7/18/25,20250718_C10_04097.jpg
5043,C10,2025,7/2/25,5.0,7/4/25,20250704_C10_05043.jpg
5872,C10,2025,7/11/25,6.0,7/11/25,20250711_C10_05872.jpg
1062,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_01062.jpg
245,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_00245.jpg
7384,G3,2023,7/26/23,6.5,7/27/23,20230727_G3_07384.jpg
9989,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09989.jpg
4134,C10,2025,7/7/25,4.5,7/7/25,20250707_C10_04134.jpg
4470,C10,2025,7/20/25,3.5,7/21/25,20250721_C10_04470.jpg
6725,C10,2025,7/8/25,8.0,7/7/25,20250707_C10_06725.jpg
4990,C10,2025,7/20/25,2.0,7/21/25,20250721_C10_04990.jpg
5925,C10,2025,7/19/25,1.5,7/18/25,20250718_C10_05925.jpg
1647,C7B,2025,7/18/25,4.0,7/18/25,20250718_C7B_01647.jpg
6664,C10,2025,6/30/25,8.5,6/28/25,20250628_C10_06664.jpg
2842,C7B,2025,7/18/25,6.0,7/18/25,20250718_C7B_02842.jpg
6715,C10,2025,7/8/25,6.5,7/7/25,20250707_C10_06715.jpg
1140,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_01140.jpg
10398,I3B,2023,7/25/23,6.0,7/27/23,20230727_I3B_10398.jpg
1693,C7B,2025,7/19/25,5.5,7/18/25,20250718_C7B_01693.jpg
5323,C10,2025,7/20/25,3.0,7/21/25,20250721_C10_05323.jpg
4857,C10,2025,7/11/25,7.5,7/11/25,20250711_C10_04857.jpg
10842,I3B,2023,7/19/23,6.0,7/20/23,20230720_I3B_10842.jpg
5927,C10,2025,7/19/25,2.0,7/18/25,20250718_C10_05927.jpg
4059,C10,2025,7/19/25,1.5,7/18/25,20250718_C10_04059.jpg
455,C7B,2025,7/10/25,4.0,7/10/25,20250710_C7B_00455.jpg
5430,C10,2025,7/2/25,5.0,7/4/25,20250704_C10_05430.jpg
1832,C7B,2025,7/7/25,5.0,7/7/25,20250707_C7B_01832.jpg
5897,C10,2025,7/19/25,4.0,7/18/25,20250718_C10_05897.jpg
241,C7B,2025,6/30/25,7.0,7/1/25,20250701_C7B_00241.jpg
4312,C10,2025,7/11/25,6.0,7/11/25,20250711_C10_04312.jpg
5325,C10,2025,7/2/25,5.0,7/4/25,20250704_C10_05325.jpg
4414,C10,2025,7/11/25,3.5,7/11/25,20250711_C10_04414.jpg
11,C7B,2025,7/4/25,7.5,7/4/25,20250704_C7B_00011.jpg
8088,G3,2023,7/20/23,6.5,7/20/23,20230720_G3_08088.jpg
697,C7B,2025,6/30/25,6.0,7/1/25,20250701_C7B_00697.jpg
7463,G3,2023,7/20/23,7.0,7/20/23,20230720_G3_07463.jpg
11296,I3B,2023,7/19/23,6.5,7/20/23,20230720_I3B_11296.jpg
4419,C10,2025,6/30/25,7.5,6/28/25,20250628_C10_04419.jpg
972,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_00972.jpg
11219,I3B,2023,7/19/23,6.0,7/20/23,20230720_I3B_11219.jpg
5044,C10,2025,7/2/25,5.0,7/4/25,20250704_C10_05044.jpg
192,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_00192.jpg
1919,C7B,2025,7/7/25,5.5,7/7/25,20250707_C7B_01919.jpg
3132,G3,2023,7/19/23,7.0,7/20/23,20230720_G3_03132.jpg
10353,I3B,2023,7/25/23,4.0,7/27/23,20230727_I3B_10353.jpg
6690,C10,2025,6/30/25,9.0,6/28/25,20250628_C10_06690.jpg
2034,C7B,2025,7/7/25,7.0,7/7/25,20250707_C7B_02034.jpg
1349,C7B,2025,7/1/25,6.5,7/1/25,20250701_C7B_01349.jpg
5703,C10,2025,7/1/25,5.0,6/28/25,20250628_C10_05703.jpg
1345,C7B,2025,7/1/25,7.5,7/1/25,20250701_C7B_01345.jpg
7406,G3,2023,7/26/23,5.0,7/27/23,20230727_G3_07406.jpg
10278,I3B,2023,7/25/23,4.0,7/27/23,20230727_I3B_10278.jpg
366,C7B,2025,7/4/25,7.0,7/4/25,20250704_C7B_00366.jpg
4461,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_04461.jpg
5831,C10,2025,7/8/25,5.0,7/7/25,20250707_C10_05831.jpg
7349,G3,2023,7/20/23,7.5,7/20/23,20230720_G3_07349.jpg
7542,G3,2023,7/20/23,5.0,7/20/23,20230720_G3_07542.jpg
7213,G3,2023,7/19/23,8.0,7/20/23,20230720_G3_07213.jpg
6654,C10,2025,7/18/25,7.0,7/18/25,20250718_C10_06654.jpg
276,C7B,2025,7/4/25,6.5,7/4/25,20250704_C7B_00276.jpg
5951,C10,2025,7/19/25,2.0,7/18/25,20250718_C10_05951.jpg
4707,C10,2025,7/2/25,5.0,7/4/25,20250704_C10_04707.jpg
5813,C10,2025,7/19/25,3.0,7/18/25,20250718_C10_05813.jpg
6853,C10,2025,6/30/25,7.5,6/28/25,20250628_C10_06853.jpg
1448,C7B,2025,7/1/25,5.0,7/1/25,20250701_C7B_01448.jpg
5553,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_05553.jpg
4089,C10,2025,6/30/25,5.0,6/28/25,20250628_C10_04089.jpg
1300,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_01300.jpg
11350,I3B,2023,7/19/23,7.0,7/20/23,20230720_I3B_11350.jpg
316,C7B,2025,7/4/25,5.0,7/4/25,20250704_C7B_00316.jpg
4527,C10,2025,7/20/25,4.0,7/21/25,20250721_C10_04527.jpg
1445,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_01445.jpg
2835,C7B,2025,7/8/25,5.0,7/7/25,20250707_C7B_02835.jpg
84,C7B,2025,7/4/25,7.5,7/4/25,20250704_C7B_00084.jpg
1444,C7B,2025,7/1/25,6.0,7/1/25,20250701_C7B_01444.jpg
1046,C7B,2025,7/10/25,6.5,7/10/25,20250710_C7B_01046.jpg
264,C7B,2025,7/10/25,3.5,7/10/25,20250710_C7B_00264.jpg
1973,C7B,2025,7/1/25,7.5,7/1/25,20250701_C7B_01973.jpg
4202,C10,2025,7/7/25,5.5,7/7/25,20250707_C10_04202.jpg
10992,I3B,2023,7/19/23,6.0,7/20/23,20230720_I3B_10992.jpg
5047,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_05047.jpg
865,C7B,2025,7/18/25,1.5,7/18/25,20250718_C7B_00865.jpg
9855,I3B,2023,7/12/23,5.5,7/13/23,20230713_I3B_09855.jpg
961,C7B,2025,7/18/25,7.0,7/18/25,20250718_C7B_00961.jpg
10995,I3B,2023,7/19/23,5.5,7/20/23,20230720_I3B_10995.jpg
349,C7B,2025,7/18/25,2.5,7/18/25,20250718_C7B_00349.jpg
508,C7B,2025,7/18/25,4.0,7/18/25,20250718_C7B_00508.jpg
2770,C7B,2025,7/13/25,7.0,7/12/25,20250712_C7B_02770.jpg
1240,C7B,2025,7/18/25,2.0,7/18/25,20250718_C7B_01240.jpg
7527,G3,2023,7/26/23,4.5,7/27/23,20230727_G3_07527.jpg
6636,C10,2025,7/14/25,6.0,7/14/25,20250714_C10_06636.jpg
5564,C10,2025,7/20/25,1.5,7/21/25,20250721_C10_05564.jpg
769,C7B,2025,6/30/25,6.5,7/1/25,20250701_C7B_00769.jpg
1361,C7B,2025,7/18/25,4.0,7/18/25,20250718_C7B_01361.jpg
9878,I3B,2023,7/12/23,4.5,7/13/23,20230713_I3B_09878.jpg
361,C7B,2025,7/18/25,2.5,7/18/25,20250718_C7B_00361.jpg
7528,G3,2023,7/26/23,8.0,7/27/23,20230727_G3_07528.jpg
166,C7B,2025,7/18/25,4.0,7/18/25,20250718_C7B_00166.jpg
978,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_00978.jpg
4372,C10,2025,7/19/25,2.5,7/18/25,20250718_C10_04372.jpg
749,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_00749.jpg
1382,C7B,2025,7/10/25,3.5,7/10/25,20250710_C7B_01382.jpg
5680,C10,2025,7/19/25,4.0,7/18/25,20250718_C10_05680.jpg
4957,C10,2025,7/20/25,2.0,7/21/25,20250721_C10_04957.jpg
8024,G3,2023,7/26/23,5.0,7/27/23,20230727_G3_08024.jpg
6737,C10,2025,7/8/25,8.0,7/7/25,20250707_C10_06737.jpg
5208,C10,2025,7/2/25,8.0,7/4/25,20250704_C10_05208.jpg
5871,C10,2025,7/8/25,5.5,7/7/25,20250707_C10_05871.jpg
344,C7B,2025,6/30/25,7.5,7/1/25,20250701_C7B_00344.jpg
2724,C7B,2025,6/30/25,8.5,7/1/25,20250701_C7B_02724.jpg
316,C7B,2025,6/30/25,7.0,7/1/25,20250701_C7B_00316.jpg
1320,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_01320.jpg
1007,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_01007.jpg
7245,G3,2023,7/26/23,5.0,7/27/23,20230727_G3_07245.jpg
4596,C10,2025,7/20/25,1.5,7/21/25,20250721_C10_04596.jpg
4562,C10,2025,7/2/25,6.5,7/4/25,20250704_C10_04562.jpg
4379,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_04379.jpg
706,C7B,2025,6/30/25,7.5,7/1/25,20250701_C7B_00706.jpg
8021,G3,2023,7/26/23,4.0,7/27/23,20230727_G3_08021.jpg
5693,C10,2025,7/19/25,5.0,7/18/25,20250718_C10_05693.jpg
5102,C10,2025,7/2/25,5.0,7/4/25,20250704_C10_05102.jpg
4323,C10,2025,7/19/25,3.0,7/18/25,20250718_C10_04323.jpg
6645,C10,2025,7/14/25,7.5,7/14/25,20250714_C10_06645.jpg
1681,C7B,2025,7/10/25,4.0,7/10/25,20250710_C7B_01681.jpg
1258,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_01258.jpg
4889,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_04889.jpg
1933,C7B,2025,7/7/25,6.0,7/7/25,20250707_C7B_01933.jpg
1657,C7B,2025,7/10/25,6.5,7/10/25,20250710_C7B_01657.jpg
5495,C10,2025,7/2/25,5.0,7/4/25,20250704_C10_05495.jpg
82,C7B,2025,7/18/25,4.5,7/18/25,20250718_C7B_00082.jpg
9908,I3B,2023,7/12/23,5.0,7/13/23,20230713_I3B_09908.jpg
4699,C10,2025,7/2/25,7.0,7/4/25,20250704_C10_04699.jpg
9604,I3B,2023,7/12/23,7.0,7/13/23,20230713_I3B_09604.jpg
1961,C7B,2025,7/10/25,7.0,7/10/25,20250710_C7B_01961.jpg
7342,G3,2023,7/20/23,7.5,7/20/23,20230720_G3_07342.jpg
1161,C7B,2025,7/18/25,2.5,7/18/25,20250718_C7B_01161.jpg
2799,C7B,2025,7/13/25,8.0,7/12/25,20250712_C7B_02799.jpg
6661,C10,2025,6/30/25,8.0,6/28/25,20250628_C10_06661.jpg
934,C7B,2025,7/1/25,5.5,7/1/25,20250701_C7B_00934.jpg
77,C7B,2025,7/10/25,3.0,7/10/25,20250710_C7B_00077.jpg
1400,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_01400.jpg
513,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_00513.jpg
5418,C10,2025,7/11/25,6.5,7/11/25,20250711_C10_05418.jpg
6779,C10,2025,7/8/25,7.5,7/7/25,20250707_C10_06779.jpg
1105,C7B,2025,7/1/25,5.0,7/1/25,20250701_C7B_01105.jpg
6030,C10,2025,7/8/25,4.0,7/7/25,20250707_C10_06030.jpg
1245,C7B,2025,7/10/25,4.0,7/10/25,20250710_C7B_01245.jpg
829,C7B,2025,7/10/25,6.0,7/10/25,20250710_C7B_00829.jpg
2783,C7B,2025,7/13/25,6.0,7/12/25,20250712_C7B_02783.jpg
4568,C10,2025,7/11/25,5.0,7/11/25,20250711_C10_04568.jpg
64,C7B,2025,7/4/25,6.5,7/4/25,20250704_C7B_00064.jpg
1354,C7B,2025,7/10/25,7.5,7/10/25,20250710_C7B_01354.jpg
5825,C10,2025,7/19/25,2.0,7/18/25,20250718_C10_05825.jpg
519,C7B,2025,7/10/25,7.0,7/10/25,20250710_C7B_00519.jpg
10321,I3B,2023,7/25/23,3.0,7/27/23,20230727_I3B_10321.jpg
5918,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_05918.jpg
4235,C10,2025,7/11/25,4.0,7/11/25,20250711_C10_04235.jpg
720,C7B,2025,6/30/25,5.0,7/1/25,20250701_C7B_00720.jpg
5022,C10,2025,7/20/25,2.0,7/21/25,20250721_C10_05022.jpg
1827,C7B,2025,7/19/25,2.0,7/18/25,20250718_C7B_01827.jpg
4267,C10,2025,7/11/25,5.5,7/11/25,20250711_C10_04267.jpg
1441,C7B,2025,7/18/25,1.5,7/18/25,20250718_C7B_01441.jpg
5248,C10,2025,7/20/25,2.0,7/21/25,20250721_C10_05248.jpg
1450,C7B,2025,7/10/25,6.5,7/10/25,20250710_C7B_01450.jpg
481,C7B,2025,7/18/25,3.0,7/18/25,20250718_C7B_00481.jpg
5576,C10,2025,7/2/25,5.5,7/4/25,20250704_C10_05576.jpg
809,C7B,2025,7/10/25,5.0,7/10/25,20250710_C7B_00809.jpg
6799,C10,2025,7/14/25,5.0,7/14/25,20250714_C10_06799.jpg
7441,G3,2023,7/26/23,7.5,7/27/23,20230727_G3_07441.jpg
4522,C10,2025,7/2/25,6.0,7/4/25,20250704_C10_04522.jpg
860,C7B,2025,7/1/25,7.0,7/1/25,20250701_C7B_00860.jpg
2756,C7B,2025,6/30/25,7.5,7/1/25,20250701_C7B_02756.jpg
3159,G3,2023,7/19/23,7.0,7/20/23,20230720_G3_03159.jpg
5784,C10,2025,7/8/25,5.5,7/7/25,20250707_C10_05784.jpg
