plot,field,year,date,score,flight_date,image_filename,signed_days_diff
1306,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01306.jpg,-3
1307,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01307.jpg,-3
1308,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01308.jpg,-3
1309,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01309.jpg,-3
1310,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01310.jpg,-3
1311,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01311.jpg,-3
1312,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01312.jpg,-3
1313,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01313.jpg,-3
1314,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01314.jpg,-3
1315,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01315.jpg,-3
1316,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01316.jpg,-3
1317,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01317.jpg,-3
1318,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01318.jpg,-3
1319,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01319.jpg,-3
1320,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01320.jpg,-3
1322,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01322.jpg,-3
1323,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01323.jpg,-3
1324,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01324.jpg,-3
1325,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01325.jpg,-3
1327,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01327.jpg,-3
1328,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01328.jpg,-3
1329,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01329.jpg,-3
1330,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01330.jpg,-3
1331,C6B,2024,7/29/24,7,7/26/24,20240726_C6B_01331.jpg,-3
1332,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01332.jpg,-3
1333,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01333.jpg,-3
1334,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01334.jpg,-3
1335,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01335.jpg,-3
1336,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01336.jpg,-3
1337,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01337.jpg,-3
1339,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01339.jpg,-3
1341,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01341.jpg,-3
1342,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01342.jpg,-3
1343,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01343.jpg,-3
1344,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01344.jpg,-3
1345,C6B,2024,7/29/24,2.5,7/26/24,20240726_C6B_01345.jpg,-3
1346,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01346.jpg,-3
1347,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01347.jpg,-3
1348,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01348.jpg,-3
1349,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01349.jpg,-3
1350,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01350.jpg,-3
1351,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01351.jpg,-3
1352,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01352.jpg,-3
1353,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01353.jpg,-3
1354,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01354.jpg,-3
1355,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01355.jpg,-3
1357,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01357.jpg,-3
1358,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01358.jpg,-3
1359,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01359.jpg,-3
1360,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01360.jpg,-3
1361,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01361.jpg,-3
1362,C6B,2024,7/29/24,7,7/26/24,20240726_C6B_01362.jpg,-3
1363,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01363.jpg,-3
1364,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01364.jpg,-3
1365,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01365.jpg,-3
1366,C6B,2024,7/29/24,6.5,7/26/24,20240726_C6B_01366.jpg,-3
1367,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01367.jpg,-3
1370,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01370.jpg,-3
1371,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01371.jpg,-3
1372,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01372.jpg,-3
1373,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01373.jpg,-3
1374,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01374.jpg,-3
1376,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01376.jpg,-3
1377,C6B,2024,7/29/24,1.5,7/26/24,20240726_C6B_01377.jpg,-3
1378,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01378.jpg,-3
1379,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01379.jpg,-3
1380,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01380.jpg,-3
1381,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01381.jpg,-3
1382,C6B,2024,7/29/24,1.5,7/26/24,20240726_C6B_01382.jpg,-3
1383,C6B,2024,7/29/24,2.5,7/26/24,20240726_C6B_01383.jpg,-3
1384,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01384.jpg,-3
1385,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01385.jpg,-3
1386,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01386.jpg,-3
1387,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01387.jpg,-3
1388,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01388.jpg,-3
1390,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01390.jpg,-3
1391,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01391.jpg,-3
1392,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01392.jpg,-3
1393,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01393.jpg,-3
1394,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01394.jpg,-3
1395,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01395.jpg,-3
1396,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01396.jpg,-3
1397,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01397.jpg,-3
1398,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01398.jpg,-3
1399,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01399.jpg,-3
1400,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01400.jpg,-3
1401,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01401.jpg,-3
1402,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01402.jpg,-3
1403,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01403.jpg,-3
1404,C6B,2024,7/29/24,2.5,7/26/24,20240726_C6B_01404.jpg,-3
1405,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01405.jpg,-3
1406,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01406.jpg,-3
1407,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01407.jpg,-3
1409,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01409.jpg,-3
1410,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01410.jpg,-3
1411,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01411.jpg,-3
1412,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01412.jpg,-3
1413,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01413.jpg,-3
1414,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01414.jpg,-3
1415,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01415.jpg,-3
1416,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01416.jpg,-3
1417,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01417.jpg,-3
1418,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01418.jpg,-3
1419,C6B,2024,7/29/24,7.5,7/26/24,20240726_C6B_01419.jpg,-3
1420,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01420.jpg,-3
1421,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01421.jpg,-3
1422,C6B,2024,7/29/24,7,7/26/24,20240726_C6B_01422.jpg,-3
1423,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01423.jpg,-3
1424,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01424.jpg,-3
1425,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01425.jpg,-3
1426,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01426.jpg,-3
1427,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01427.jpg,-3
1428,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01428.jpg,-3
1429,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01429.jpg,-3
1430,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01430.jpg,-3
1431,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01431.jpg,-3
1432,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01432.jpg,-3
1433,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01433.jpg,-3
1434,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01434.jpg,-3
1435,C6B,2024,7/29/24,7,7/26/24,20240726_C6B_01435.jpg,-3
1436,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01436.jpg,-3
1437,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01437.jpg,-3
1438,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01438.jpg,-3
1439,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01439.jpg,-3
1440,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01440.jpg,-3
1441,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01441.jpg,-3
1442,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01442.jpg,-3
1443,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01443.jpg,-3
1444,C6B,2024,7/29/24,1.5,7/26/24,20240726_C6B_01444.jpg,-3
1445,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01445.jpg,-3
1446,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01446.jpg,-3
1447,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01447.jpg,-3
1448,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01448.jpg,-3
1450,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01450.jpg,-3
1451,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01451.jpg,-3
1452,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01452.jpg,-3
1453,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01453.jpg,-3
1454,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01454.jpg,-3
1455,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01455.jpg,-3
1456,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01456.jpg,-3
1457,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01457.jpg,-3
1458,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01458.jpg,-3
1459,C6B,2024,7/29/24,1.5,7/26/24,20240726_C6B_01459.jpg,-3
1460,C6B,2024,7/29/24,1.5,7/26/24,20240726_C6B_01460.jpg,-3
1461,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01461.jpg,-3
1462,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01462.jpg,-3
1465,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01465.jpg,-3
1466,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01466.jpg,-3
1467,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01467.jpg,-3
1468,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01468.jpg,-3
1469,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01469.jpg,-3
1470,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01470.jpg,-3
1471,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01471.jpg,-3
1473,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01473.jpg,-3
1474,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01474.jpg,-3
1475,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01475.jpg,-3
1476,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01476.jpg,-3
1477,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01477.jpg,-3
1478,C6B,2024,7/29/24,7,7/26/24,20240726_C6B_01478.jpg,-3
1479,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01479.jpg,-3
1480,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01480.jpg,-3
1481,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01481.jpg,-3
1482,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01482.jpg,-3
1483,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01483.jpg,-3
1484,C6B,2024,7/29/24,7.5,7/26/24,20240726_C6B_01484.jpg,-3
1485,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01485.jpg,-3
1486,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01486.jpg,-3
1487,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01487.jpg,-3
1488,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01488.jpg,-3
1489,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01489.jpg,-3
1490,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01490.jpg,-3
1491,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01491.jpg,-3
1492,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01492.jpg,-3
1493,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01493.jpg,-3
1494,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01494.jpg,-3
1495,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01495.jpg,-3
1496,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01496.jpg,-3
1497,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01497.jpg,-3
1498,C6B,2024,7/29/24,8.5,7/26/24,20240726_C6B_01498.jpg,-3
1499,C6B,2024,7/29/24,6.5,7/26/24,20240726_C6B_01499.jpg,-3
1500,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01500.jpg,-3
1501,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01501.jpg,-3
1502,C6B,2024,7/29/24,2.5,7/26/24,20240726_C6B_01502.jpg,-3
1503,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01503.jpg,-3
1504,C6B,2024,7/29/24,6.5,7/26/24,20240726_C6B_01504.jpg,-3
1505,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01505.jpg,-3
1506,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01506.jpg,-3
1507,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01507.jpg,-3
1508,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01508.jpg,-3
1509,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01509.jpg,-3
1510,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01510.jpg,-3
1511,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01511.jpg,-3
1512,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01512.jpg,-3
1513,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01513.jpg,-3
1514,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01514.jpg,-3
1515,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01515.jpg,-3
1516,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01516.jpg,-3
1517,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01517.jpg,-3
1518,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01518.jpg,-3
1519,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01519.jpg,-3
1520,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01520.jpg,-3
1522,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01522.jpg,-3
1523,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01523.jpg,-3
1524,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01524.jpg,-3
1525,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01525.jpg,-3
1526,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01526.jpg,-3
1527,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01527.jpg,-3
1528,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01528.jpg,-3
1530,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01530.jpg,-3
1531,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01531.jpg,-3
1532,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01532.jpg,-3
1533,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01533.jpg,-3
1534,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01534.jpg,-3
1535,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01535.jpg,-3
1536,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01536.jpg,-3
1537,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01537.jpg,-3
1538,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01538.jpg,-3
1539,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01539.jpg,-3
1540,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01540.jpg,-3
1541,C6B,2024,7/29/24,2.5,7/26/24,20240726_C6B_01541.jpg,-3
1542,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01542.jpg,-3
1543,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01543.jpg,-3
1544,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01544.jpg,-3
1545,C6B,2024,7/29/24,9,7/26/24,20240726_C6B_01545.jpg,-3
1546,C6B,2024,7/29/24,2.5,7/26/24,20240726_C6B_01546.jpg,-3
1547,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01547.jpg,-3
1548,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01548.jpg,-3
1549,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01549.jpg,-3
1550,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01550.jpg,-3
1551,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01551.jpg,-3
1552,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01552.jpg,-3
1553,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01553.jpg,-3
1554,C6B,2024,7/29/24,9,7/26/24,20240726_C6B_01554.jpg,-3
1555,C6B,2024,7/29/24,8.5,7/26/24,20240726_C6B_01555.jpg,-3
1556,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01556.jpg,-3
1557,C6B,2024,7/29/24,1,7/26/24,20240726_C6B_01557.jpg,-3
1558,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01558.jpg,-3
1559,C6B,2024,7/29/24,2.5,7/26/24,20240726_C6B_01559.jpg,-3
1561,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01561.jpg,-3
1562,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01562.jpg,-3
1564,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01564.jpg,-3
1565,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01565.jpg,-3
1566,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01566.jpg,-3
1567,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01567.jpg,-3
1568,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01568.jpg,-3
1569,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01569.jpg,-3
1570,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01570.jpg,-3
1571,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01571.jpg,-3
1572,C6B,2024,7/29/24,1.5,7/26/24,20240726_C6B_01572.jpg,-3
1573,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01573.jpg,-3
1574,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01574.jpg,-3
1575,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01575.jpg,-3
1576,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01576.jpg,-3
1577,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01577.jpg,-3
1578,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01578.jpg,-3
1579,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01579.jpg,-3
1580,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01580.jpg,-3
1581,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01581.jpg,-3
1582,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01582.jpg,-3
1583,C6B,2024,7/29/24,7,7/26/24,20240726_C6B_01583.jpg,-3
1584,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01584.jpg,-3
1585,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01585.jpg,-3
1586,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01586.jpg,-3
1587,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01587.jpg,-3
1588,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01588.jpg,-3
1589,C6B,2024,7/29/24,7,7/26/24,20240726_C6B_01589.jpg,-3
1590,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01590.jpg,-3
1591,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01591.jpg,-3
1592,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01592.jpg,-3
1593,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01593.jpg,-3
1594,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01594.jpg,-3
1595,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01595.jpg,-3
1596,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01596.jpg,-3
1597,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01597.jpg,-3
1598,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01598.jpg,-3
1599,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01599.jpg,-3
1600,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01600.jpg,-3
1601,C6B,2024,7/29/24,7,7/26/24,20240726_C6B_01601.jpg,-3
1602,C6B,2024,7/29/24,1,7/26/24,20240726_C6B_01602.jpg,-3
1603,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01603.jpg,-3
1604,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01604.jpg,-3
1605,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01605.jpg,-3
1606,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01606.jpg,-3
1607,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01607.jpg,-3
1608,C6B,2024,7/29/24,8.5,7/26/24,20240726_C6B_01608.jpg,-3
1609,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01609.jpg,-3
1610,C6B,2024,7/29/24,7,7/26/24,20240726_C6B_01610.jpg,-3
1611,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01611.jpg,-3
1612,C6B,2024,7/29/24,1.5,7/26/24,20240726_C6B_01612.jpg,-3
1613,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01613.jpg,-3
1614,C6B,2024,7/29/24,6.5,7/26/24,20240726_C6B_01614.jpg,-3
1615,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01615.jpg,-3
1616,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01616.jpg,-3
1617,C6B,2024,7/29/24,6,7/26/24,20240726_C6B_01617.jpg,-3
1618,C6B,2024,7/29/24,3.5,7/26/24,20240726_C6B_01618.jpg,-3
1619,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01619.jpg,-3
1620,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01620.jpg,-3
1621,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01621.jpg,-3
1622,C6B,2024,7/29/24,6.5,7/26/24,20240726_C6B_01622.jpg,-3
1623,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01623.jpg,-3
1624,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01624.jpg,-3
1625,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01625.jpg,-3
1626,C6B,2024,7/29/24,4.5,7/26/24,20240726_C6B_01626.jpg,-3
1627,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01627.jpg,-3
1628,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01628.jpg,-3
1629,C6B,2024,7/29/24,1.5,7/26/24,20240726_C6B_01629.jpg,-3
1630,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01630.jpg,-3
1631,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01631.jpg,-3
1632,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01632.jpg,-3
1633,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01633.jpg,-3
1634,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01634.jpg,-3
1635,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01635.jpg,-3
1636,C6B,2024,7/29/24,7,7/26/24,20240726_C6B_01636.jpg,-3
1637,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01637.jpg,-3
1638,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01638.jpg,-3
1639,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01639.jpg,-3
1640,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01640.jpg,-3
1641,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01641.jpg,-3
1642,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01642.jpg,-3
1643,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01643.jpg,-3
1644,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01644.jpg,-3
1645,C6B,2024,7/29/24,2,7/26/24,20240726_C6B_01645.jpg,-3
1646,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01646.jpg,-3
1647,C6B,2024,7/29/24,5.5,7/26/24,20240726_C6B_01647.jpg,-3
1648,C6B,2024,7/29/24,4,7/26/24,20240726_C6B_01648.jpg,-3
1649,C6B,2024,7/29/24,3,7/26/24,20240726_C6B_01649.jpg,-3
1650,C6B,2024,7/29/24,8,7/26/24,20240726_C6B_01650.jpg,-3
1651,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01651.jpg,-3
1652,C6B,2024,7/29/24,5,7/26/24,20240726_C6B_01652.jpg,-3
